run number;step;mean norm-perception;SD;median norm-perception;iqr;q1;q3;agent 1;agent 2;agent 3;agent 4;agent 5;agent 6;agent 7;agent 8;agent 9;agent 10;agent 11;agent 12;agent 13;agent 14;agent 15;agent 16;agent 17;agent 18;agent 19;agent 20;agent 21;agent 22;agent 23;agent 24;agent 25;agent 26;agent 27;agent 28;agent 29;agent 30;agent 31;agent 32;agent 33;agent 34;agent 35;agent 36;agent 37;agent 38;agent 39;agent 40;agent 41;agent 42;agent 43;agent 44;agent 45;agent 46;agent 47;agent 48;agent 49;agent 50;agent 51;agent 52;agent 53;agent 54;agent 55;agent 56;agent 57;agent 58;agent 59;agent 60;agent 61;agent 62;agent 63;agent 64;agent 65;agent 66;agent 67;agent 68;agent 69;agent 70;agent 71;agent 72;agent 73;agent 74;agent 75;agent 76;agent 77;agent 78;agent 79;agent 80;agent 81;agent 82;agent 83;agent 84;agent 85;agent 86;agent 87;agent 88;agent 89;agent 90;agent 91;agent 92;agent 93;agent 94;agent 95;agent 96;agent 97;agent 98;agent 99;agent 100
84;154;0.59;0.10;0.58;0.09;0.55;0.63;0.65;0.53;0.49;0.59;0.65;0.51;0.58;0.69;0.62;0.56;0.47;0.58;0.61;0.56;0.61;0.65;0.57;0.81;0.69;0.6;0.43;0.63;0.58;0.59;0.62;0.6;0.71;0.57;0.56;0.6;0.57;0.55;0.65;0.6;0.64;0.6;0.56;0.64;0.56;0.61;0.72;0.59;0.63;0.53;0.48;0.64;0.79;0.56;0.61;0.52;0.54;0.61;0.57;0.47;0.57;0.52;0.38;0.71;0.57;0.51;0.55;0.98;0.61;0.62;0.68;0.66;0.56;0.5;0.58;0.54;0.65;0.92;0.48;0.47;0.66;0.69;0.56;0.4;0.42;0.57;0.57;0.65;0.6;0.55;0.63;0.62;0.92;0.45;0.52;0.57;0.48;0.57;0.57;0.64;0.6;0.66;0.59;0.54;0.41;0.51
85;154;0.21;0.07;0.23;0.10;0.16;0.26;0.26;0.26;0.18;0.24;0.28;0.28;0.14;0.26;0.33;0.2;0.26;0.24;0.25;0.2;0.18;0.12;0.29;0.25;0.26;0.27;0.02;0.1;0.32;0.23;0.25;0.26;0.24;0.23;0.02;0.26;0.1;0.15;0.17;0.28;0.24;0.25;0.24;0.19;0.26;0.3;0.33;0.13;0.08;0.1;0.16;0.22;0.12;0.23;0.1;0.23;0.25;0.18;0.26;0.02;0.18;0.25;0.21;0.13;0.26;0.25;0.33;0.25;0.18;0.23;0.27;0.13;0.01;0.12;0.16;0.17;0.3;0.25;0.24;0.23;0.22;0.37;0.24;0.24;0.19;0.26;0.22;0.05;0.08;0.22;0.14;0.21;0.18;0.19;0.24;0.24;0.33;0.26;0.15;0.18;0.13;0.11;0.23;0.16;0.29;0.16
86;154;0.59;0.15;0.56;0.11;0.53;0.64;0.61;0.54;0.52;0.54;0.66;0.55;0.53;0.54;0.43;0.57;0.53;0.48;0.54;0.5;0.66;0.58;0.42;0.52;0.56;0.57;0.69;0.55;0.52;0.98;0.98;0.99;0.58;0.64;0.53;0.51;0.48;0.77;0.59;0.6;0.71;0.47;0.54;0.64;0.85;0.63;0.69;0.6;0.54;0.66;0.44;0.67;0.59;0.52;0.53;0.53;0.22;0.54;0.51;0.57;0.68;0.45;0.57;0.59;0.6;0.63;1;0.67;0.49;0.54;0.45;0.63;0.57;0.78;0.66;0.63;0.56;0.7;0.44;0.66;0.57;0.46;0.54;0.02;0.74;0.53;0.77;0.53;0.64;0.98;0.46;0.52;0.53;0.64;0.28;0.55;0.53;0.54;0.9;0.6;0.46;0.57;0.44;0.54;0.54;0.8
87;154;0.60;0.12;0.60;0.11;0.53;0.64;0.62;0.65;0.56;0.61;0.6;0.6;0.61;0.61;0.61;0.86;0.59;0.6;0.55;0.57;0.56;0.96;0.86;0.43;0.63;0.57;0.69;0.68;0.52;0.51;0.6;0.61;0.88;0.57;0.55;0.43;0.54;0.76;0.7;0.46;0.42;0.55;0.53;0.52;0.62;0.61;0.74;0.52;0.53;0.6;0.6;0.57;0.58;0.53;0.64;0.6;0.8;0.7;0.64;0.67;0.59;0.53;0.53;0.85;0.68;0.64;0.59;0.59;0.39;0.52;0.66;0.38;0.73;0.62;0.6;0.49;0.5;0.98;0.44;1;0.62;0.61;0.46;0.5;0.52;0.64;0.51;0.59;0.48;0.52;0.65;0.62;0.89;0.54;0.64;0.39;0.5;0.52;0.69;0.61;0.5;0.44;0.58;0.6;0.54;0.64
88;154;0.64;0.12;0.62;0.08;0.59;0.67;0.81;0.62;0.73;0.61;0.56;0.65;0.58;0.75;0.73;0.61;0.82;0.57;0.56;0.56;0.63;0.67;0.59;0.69;0.66;0.72;0.59;0.6;0.62;0.64;0.64;0.65;0.49;0.57;0.65;0.57;0.74;0.61;0.61;0.68;0.69;0.58;0.81;0.67;0.56;0.57;0.59;0.59;0.99;0.52;0.72;0.61;0.52;0.64;0.66;0.6;0.5;0.62;0.64;0.56;0.6;0.58;0.65;0.98;0.59;0.59;0.76;0.7;0.59;0.87;0.62;0.6;0.56;0.87;0.59;0.8;0.65;0.73;0.59;0.67;0.61;0.59;0.6;0.81;0.6;0.64;0.64;0.51;0.59;0.69;0.63;0.79;0.73;0;0.64;1;0.63;0.6;0.65;0.5;0.56;0.58;0.6;0.62;0.62;0.64
89;154;0.93;0.05;0.93;0.09;0.89;0.98;1;0.98;0.93;0.92;0.99;0.93;0.88;0.93;0.98;0.98;0.96;0.9;0.98;0.87;0.93;0.98;0.87;0.87;0.94;0.99;0.92;0.91;0.98;0.87;0.89;0.92;0.99;0.87;0.88;0.98;0.88;0.98;0.93;0.9;0.92;0.89;0.98;0.96;0.88;0.89;0.63;0.98;0.98;0.94;0.87;0.89;0.97;0.89;0.87;0.93;0.8;0.96;0.95;0.93;0.94;0.96;0.95;0.89;0.93;0.95;0.98;0.9;0.88;0.93;0.98;0.98;0.95;0.9;0.9;0.88;0.98;0.98;0.97;0.91;0.89;0.96;0.98;0.89;0.98;0.99;0.99;0.9;0.9;0.99;0.88;0.9;0.9;0.88;0.87;0.99;0.98;0.95;0.89;0.98;0.9;1;0.98;1;0.98;0.98
90;154;0.58;0.17;0.57;0.14;0.50;0.64;0.27;0.64;0.77;0.58;0.64;0.64;0.54;0.58;0.63;0.54;0.51;0.52;0.59;0.98;0.65;0.62;0.55;0.64;0.51;0.64;0.61;0.52;0.6;0.65;0.67;0.61;0.9;0.67;0.45;0.01;0.64;0.58;0.51;0.61;0.55;0.48;0.36;0.66;0.9;0.69;0.49;0.58;0.52;0.92;0.57;0.34;0.58;0.49;0.53;0.55;0.61;0.57;0.26;0.56;0.89;0.98;0.43;0.48;0.56;0.53;0.55;0.58;0.6;0.35;0.56;0.66;0.46;0.56;0.61;0.44;0.61;0.44;0.93;0.99;0.67;0.27;0.48;0.64;0.57;0.57;0.86;0.5;0.49;0.37;0.6;0.45;0.5;0.62;0.49;0.02;0.59;0.47;0.62;0.77;0.55;0.6;0.48;0.62;0.39;0.98
91;154;0.76;0.05;0.75;0.02;0.74;0.76;0.7;0.76;0.72;0.77;0.99;0.77;0.75;0.74;0.74;0.74;0.74;0.74;0.75;0.75;0.75;0.98;0.76;0.74;0.75;0.87;0.74;0.75;0.77;0.76;0.72;0.75;0.77;0.8;0.76;0.77;0.76;0.77;0.69;0.74;0.73;0.73;0.75;0.69;0.85;0.76;0.79;0.74;0.76;0.66;0.77;0.71;0.74;0.73;0.75;0.74;0.75;0.75;0.76;0.7;0.74;0.78;0.76;0.75;0.74;0.76;0.75;0.77;0.87;0.66;0.75;0.75;0.75;0.78;0.75;0.75;0.75;0.7;0.74;0.67;0.75;0.75;0.76;0.75;0.74;0.77;0.76;0.77;0.75;0.64;0.77;0.8;0.71;0.74;0.75;0.89;0.74;0.74;0.74;0.75;0.75;0.71;0.99;0.74;0.74;0.8
92;154;0.77;0.06;0.75;0.05;0.73;0.78;0.74;0.77;0.99;0.73;0.77;0.72;0.77;0.74;0.75;0.74;0.78;0.77;0.85;0.73;0.99;0.78;0.85;0.76;0.73;0.84;0.78;0.71;0.71;0.76;0.75;0.66;0.73;0.77;0.77;0.77;0.73;0.74;0.74;0.79;0.74;0.73;0.79;0.74;0.75;0.74;0.76;0.89;0.76;0.73;0.78;0.78;0.75;0.85;0.73;0.76;0.73;0.78;0.75;0.76;0.77;0.72;0.84;0.73;0.77;0.99;0.73;0.71;0.72;0.78;0.8;0.74;0.76;0.76;0.73;0.71;0.72;0.72;0.72;0.75;0.76;0.72;0.77;0.75;0.69;0.73;0.74;0.79;1;0.74;0.75;0.77;0.75;0.86;0.77;0.73;0.75;0.79;0.73;0.68;0.86;0.77;0.98;0.81;0.77;0.72
93;154;0.57;0.05;0.57;0.05;0.55;0.60;0.55;0.56;0.51;0.53;0.58;0.61;0.54;0.56;0.56;0.55;0.58;0.65;0.59;0.57;0.65;0.57;0.57;0.54;0.6;0.56;0.58;0.58;0.57;0.64;0.66;0.62;0.66;0.55;0.63;0.58;0.6;0.55;0.57;0.64;0.54;0.65;0.48;0.59;0.56;0.56;0.63;0.6;0.58;0.6;0.64;0.56;0.56;0.56;0.59;0.54;0.54;0.63;0.66;0.59;0.54;0.65;0.59;0.46;0.61;0.56;0.56;0.58;0.47;0.64;0.56;0.57;0.56;0.49;0.5;0.55;0.56;0.62;0.57;0.55;0.57;0.55;0.54;0.58;0.55;0.56;0.62;0.54;0.65;0.64;0.57;0.49;0.58;0.54;0.62;0.56;0.56;0.53;0.55;0.64;0.57;0.55;0.56;0.52;0.46;0.5
94;154;0.73;0.17;0.76;0.19;0.65;0.84;0.99;0.86;0.62;0.91;0.77;0.53;0.99;0.41;0.83;0.53;0.78;0.77;0.78;0.73;0.75;0.81;0.77;0.61;0.78;0.8;0.98;0.36;0.84;0.75;0.75;0.01;0.79;0.7;0.69;0.49;0.79;0.72;0.78;0.58;0.77;0.51;0.91;0.73;0.87;0.86;0.9;0.69;0.77;0.87;0.49;0.65;0.9;0.8;0.65;0.71;0.45;0.85;0.56;0.82;0.98;0.36;0.95;0.8;0.65;0.66;0.98;0.75;0.84;0.73;0.97;0.61;0.87;0.69;0.68;0.82;0.82;1;0.55;0.9;0.73;0.57;0.8;0.44;1;0.7;0.79;0.86;0.7;0.57;0.72;0.93;0.66;0.7;0.78;0.84;0.52;0.73;0.82;0.7;0.53;0.76;0.49;0.88;0.64;0.78
95;154;0.58;0.26;0.66;0.25;0.49;0.74;0.99;0.73;0.75;0.39;0.7;0.35;0.72;0.01;0.31;0.74;0.81;0.67;0.79;0.37;0.98;0.74;0.02;0.17;0.4;0.99;0.62;0.68;0.66;0.64;0.69;0.78;0.01;0.71;0.82;0.8;0.75;0.53;0;0.62;0.75;0.72;0.79;0.63;0.58;0.73;0.02;0.64;0.74;0.58;0.64;0.76;0.36;0.98;0.57;0.46;0.6;0.72;0.55;0.66;0.27;0.1;0.02;0.75;0.72;0.5;0.99;0.99;0.68;0.61;0.21;0.66;0.39;0.74;0.64;0.6;0.79;0.68;0.63;0.59;0.66;0.02;0;0.74;0.75;0.81;0.68;0.75;0.37;0.13;0.56;0.64;0.52;0.62;0.73;0.6;0.26;0.12;0.69;0.8;0.7;0.74;0.69;0.02;0.99;0.51
96;154;0.28;0.08;0.29;0.08;0.24;0.32;0.13;0.17;0.35;0.34;0.02;0.2;0.24;0.3;0.32;0.29;0.24;0.25;0.34;0.32;0.28;0.31;0.3;0.31;0.26;0.2;0.24;0.26;0.29;0.46;0.31;0.33;0.34;0.3;0.17;0.3;0.31;0.23;0.24;0.31;0.29;0.37;0.3;0.23;0.27;0.29;0.48;0.34;0.24;0.3;0.3;0.3;0.42;0.31;0.27;0.3;0.32;0.27;0.28;0.32;0.19;0.24;0;0.32;0.31;0.32;0.23;0.13;0.33;0.25;0.3;0.25;0.25;0.19;0.3;0.33;0.27;0.25;0.37;0.24;0.32;0.31;0.19;0.29;0.31;0.32;0.29;0.02;0.23;0.41;0.24;0.29;0.32;0.32;0.27;0.27;0.36;0.31;0.27;0.32;0.39;0.23;0.25;0.23;0.29;0.31
97;154;0.40;0.14;0.41;0.07;0.36;0.43;0.33;0.39;0.41;0.39;0.42;0.41;0.49;0.4;0.42;0.42;0.03;0.33;0.38;0.41;0.87;0.12;0.38;0.17;0.43;0.47;0.24;0.4;0.53;0.4;0.48;0.36;0.21;0.41;0.42;0.72;0.48;0.51;0.4;0.18;0.4;0.45;0.21;0.38;0.12;0.41;0.4;0.35;0.4;0.29;0.41;0.37;0.84;0.39;0.44;0.43;0.35;0.34;0.42;0.42;0.41;0.46;0.39;0.57;0.59;0.78;0.3;0.68;0.4;0.26;0.37;0.32;0;0.66;0.43;0.37;0.24;0.43;0.42;0.33;0.3;0.51;0.42;0.45;0.25;0.38;0.42;0.41;0.23;0.41;0.45;0.41;0.43;0.43;0.48;0.34;0.41;0.74;0.41;0.39;0.4;0.45;0.29;0.37;0.38;0.4
98;154;0.61;0.17;0.61;0.15;0.52;0.67;0.59;0.45;0.62;0.61;0.58;0.57;0.79;0.96;0.65;0.63;0.57;0.42;0.4;0.68;0.45;0.45;0.47;0.58;0.62;0.46;0.6;0.64;0.52;0.01;0.48;0.63;0.65;0.47;0.59;0.66;0.38;0.84;0.98;0.59;0.74;0.41;0.72;0.52;0.67;0.53;0.64;0.56;0.49;0.58;0.65;0.67;0.72;0.6;0.66;0.63;0.51;0.62;0.49;0.71;0.99;0.53;0.46;0.92;0.5;0.64;0.7;0.54;0.63;0.71;0.56;0.68;0.81;0.61;0.68;0.99;0.65;0.73;0.64;0.46;0.88;0.52;0.47;1;0.65;0.62;0.66;0.52;0.38;0.64;0.57;0.61;0.54;0.62;0.49;0.65;0.57;0.98;0.41;0.49;0.56;0.71;0.8;0.77;0.01;0.52
99;154;0.28;0.05;0.28;0.03;0.27;0.30;0.25;0.18;0.3;0.31;0.36;0.3;0.27;0.3;0.27;0.32;0.28;0.34;0.27;0.27;0.33;0.3;0.27;0.27;0.27;0.26;0.32;0.28;0.29;0.26;0.25;0.28;0.33;0.27;0.25;0.27;0.28;0.33;0.3;0.27;0.29;0.33;0.29;0.36;0.3;0.33;0.29;0.26;0.29;0.32;0.29;0.29;0.21;0;0.17;0.32;0.26;0.32;0.27;0.28;0.28;0.28;0.17;0.31;0.27;0.27;0.3;0.32;0.27;0.01;0.28;0.27;0.28;0.28;0.29;0.28;0.28;0.33;0.28;0.28;0.27;0.28;0.15;0.27;0.29;0.27;0.33;0.29;0.29;0.28;0.27;0.34;0.29;0.29;0.3;0.29;0.36;0.28;0.28;0.28;0.29;0.32;0.28;0.32;0.28;0.31
100;154;0.61;0.16;0.63;0.09;0.58;0.66;0.66;0.45;0.62;0.27;0.63;0.67;0.64;0.65;0.68;0.71;0.61;0.59;0.6;0.64;0.64;0.52;0.49;0.67;0.8;0.33;0.32;0.62;0.39;0.66;0.34;0.64;0.75;0.67;0.64;0.87;0.65;0.58;0.65;0.63;0.48;0.63;0.64;1;0.66;1;0.64;0.65;0.4;0.01;0.62;0.7;0.95;0.57;0.58;0.59;0.58;0.6;0.69;0.57;0.8;0.66;0.86;0.68;0.35;0.61;0.71;0.44;0.99;0.55;0.44;0.6;0.35;0.63;0.64;0.6;0.58;0.25;0.76;0.83;0.59;0.58;0.53;0.59;0.63;0.99;0.68;0.63;0.66;0.58;0.62;0.62;0.61;0.34;0.59;0.49;0.57;0.97;0.66;0.48;0.57;0.63;0.6;0.7;0.65;0.67
1;155;0.78;0.10;0.79;0.14;0.70;0.84;0.87;0.91;0.9;0.89;0.83;0.75;0.99;0.81;0.55;0.84;0.68;0.81;0.65;0.87;0.98;0.8;0.88;0.69;0.77;0.8;0.81;0.87;0.87;0.7;0.8;0.79;0.67;0.66;0.61;1;0.81;0.75;0.77;0.63;0.72;0.79;0.81;0.83;0.87;0.7;0.7;0.62;0.87;0.78;0.89;0.82;0.69;0.69;0.76;0.72;0.86;0.83;0.72;0.74;0.79;0.82;0.88;0.68;0.7;0.89;0.77;0.95;0.83;0.79;0.99;0.87;0.84;0.7;0.66;0.86;0.72;0.82;0.45;0.72;0.76;0.63;0.83;0.73;0.73;0.84;0.69;0.89;0.83;0.83;0.7;0.69;0.76;0.79;0.88;0.69;0.71;0.84;0.68;0.91;0.7;0.7;0.68;0.68;0.85;0.68
2;155;0.85;0.08;0.82;0.13;0.80;0.93;0.78;0.83;0.92;0.84;0.98;0.83;0.74;0.81;0.95;0.99;0.94;0.8;0.72;0.98;0.96;0.81;0.75;0.89;0.94;0.95;0.81;0.84;0.8;1;0.73;0.79;0.87;0.77;0.86;0.85;0.85;0.98;0.71;0.86;0.8;0.78;0.82;0.9;0.79;0.88;0.81;0.94;0.91;0.91;0.8;0.96;0.95;0.78;0.81;0.84;0.95;0.98;0.84;0.98;0.98;0.99;0.82;0.72;0.82;0.82;0.78;0.82;0.99;0.88;0.75;0.81;0.75;0.72;0.75;0.82;0.78;0.75;0.88;0.88;0.78;0.75;0.8;0.82;0.82;0.8;0.82;0.89;0.96;0.96;0.8;0.81;0.99;0.79;0.94;0.84;0.82;0.77;1;0.8;0.96;0.85;0.84;0.82;0.75;0.79
3;155;0.56;0.13;0.56;0.10;0.51;0.61;0.62;0.61;0.64;0.98;0.48;0.49;0.6;0.6;0.61;0.3;0.38;0.5;0.35;0.58;0.53;0.55;0.6;0.58;0.54;0.33;0.5;0.55;0.49;0.42;0.36;0.51;0.53;0.51;0.52;0.51;0.62;0.52;0.56;0.62;0.57;0.59;0.56;0.51;0.65;0.63;0.61;0.6;0.61;0.6;0.41;0.57;0.74;0.59;0.62;0.58;0.63;0.39;0.79;0.59;0.01;0.54;0.63;0.59;0.65;0.54;0.55;0.78;0.55;0.53;0.47;0.51;0.59;0.52;0.53;0.55;0.5;0.57;0.78;0.98;0.99;0.64;0.51;0.61;0.33;0.51;0.55;0.55;0.61;0.51;0.58;0.57;0.58;0.57;0.48;0.36;0.63;0.6;0.48;0.59;0.52;0.46;0.51;0.5;0.55;0.62
4;155;0.59;0.09;0.56;0.08;0.53;0.61;0.6;0.55;0.56;0.54;0.61;0.55;0.53;0.54;0.67;0.86;0.65;0.56;0.53;0.53;0.54;0.59;1;0.5;0.58;0.52;0.53;0.62;0.58;0.53;0.57;0.62;0.56;0.63;0.56;0.71;0.55;0.6;0.57;0.69;0.73;0.68;0.74;0.61;0.53;0.53;0.53;0.59;0.62;0.53;0.61;0.56;0.58;0.51;0.54;0.53;0.6;0.63;0.59;0.51;0.54;0.68;0.55;0.61;0.55;0.52;0.56;0.7;1;0.54;0.63;0.53;0.54;0.53;0.58;0.63;0.53;0.67;0.57;0.55;0.55;0.55;0.78;0.53;0.58;0.57;0.5;0.6;0.54;0.51;0.68;0.51;0.51;0.6;0.58;0.56;0.51;0.54;0.66;0.6;0.53;0.51;0.5;0.57;0.64;0.53
5;155;0.45;0.18;0.47;0.11;0.41;0.52;0.53;0.34;0.3;0;0.51;0.25;0.48;0.45;0.43;0.33;0.77;0.47;0.47;0.46;0.56;0.46;0.53;0.54;0.49;0.02;0.98;0.54;0.86;0.5;0.49;0.47;0.48;0.3;0.46;0.25;0.38;0.58;0.42;0.44;0.26;0.47;0.74;0.02;0.5;0.45;0.49;0.6;0.6;0.66;0.33;0.06;0.52;0.5;0.43;0.07;0.23;0.47;0.01;0.52;0.48;0.3;0.68;0.02;0.54;0.54;0.56;0.48;0.46;0.5;0.44;0.53;0.46;0.48;0.99;0.42;0.49;0.47;0.51;0.47;0.51;0.54;0.5;0.54;0.32;0.43;0.56;0.45;0.37;0.01;0.24;0.48;0.45;0.19;0.49;0.52;0.59;0.49;0.48;0.57;0.37;0.46;0.39;0.54;0.44;0.46
6;155;0.20;0.08;0.21;0.07;0.16;0.23;0.21;0.32;0.17;0.21;0.24;0.17;0.21;0.19;0.3;0.17;0.38;0.21;0.29;0.19;0.22;0.18;0.26;0.22;0.21;0.2;0.23;0.17;0.29;0.41;0.02;0.23;0;0.21;0.16;0.14;0.23;0.19;0.2;0.36;0.02;0.37;0.17;0.11;0.19;0.23;0.23;0.21;0.11;0.14;0.2;0;0.14;0.14;0.1;0.13;0.22;0.25;0.25;0.22;0.05;0.15;0.15;0.26;0.32;0.25;0.21;0.26;0.18;0.25;0.2;0.16;0.24;0.21;0.18;0.22;0.24;0.16;0.18;0.21;0.02;0.18;0.21;0.21;0.22;0.21;0.01;0.2;0.21;0.19;0.12;0.41;0.18;0.21;0.23;0.24;0.25;0.12;0.13;0;0.3;0.22;0.1;0.16;0.2;0.23
7;155;0.62;0.15;0.64;0.11;0.58;0.69;0.63;0.74;0.53;0.6;0.65;0.58;0.69;0.72;0.64;0.71;0.5;0.65;0.62;0.72;0.7;0.65;0.69;0.63;0.82;0.49;0.69;0.66;0.64;0.64;0.66;0.66;0.65;0.63;0.7;0.7;0.74;0.5;0.51;0.66;0.47;0.39;0.66;0.67;0.44;0.61;0.62;0.66;0.51;0.67;0.71;0.77;0.65;0.39;0.52;0.71;0.48;0.55;0.7;0.6;0.61;0.64;0.63;0.61;0.7;0.61;0.58;0.38;0.71;0.5;0.84;0.58;0.67;0.61;0.71;0.12;0.01;0.71;0.64;0.63;0.4;0.66;0.5;0.7;0.99;0.64;0.24;0.63;0.71;0.43;0.61;0.86;0.5;0.64;0.68;0.67;0.63;0.77;0.66;0.89;1;0.62;0.61;0.25;0.67;0.47
8;155;0.58;0.09;0.55;0.06;0.53;0.59;0.98;0.62;0.52;0.56;0.55;0.59;0.57;0.54;0.57;0.98;0.5;0.58;0.76;0.57;0.52;0.67;0.61;0.64;0.54;0.44;0.54;0.58;0.54;0.55;0.55;0.56;0.53;0.6;0.57;0.58;0.52;0.59;0.69;0.53;0.58;0.52;0.58;0.54;0.55;0.56;0.64;0.5;0.54;0.53;0.53;0.52;0.57;0.59;0.52;0.56;0.53;0.56;0.55;0.54;0.48;0.54;0.71;0.6;0.55;0.61;0.9;0.6;0.91;0.53;0.55;0.51;0.59;0.6;0.56;0.55;0.55;0.54;0.54;0.54;0.52;0.52;0.51;0.63;0.55;0.5;0.53;0.59;0.52;0.6;0.63;0.58;0.53;0.59;0.53;0.57;0.56;0.69;0.54;0.51;0.58;0.61;0.54;0.55;0.54;0.58
9;155;0.64;0.12;0.61;0.09;0.58;0.67;0.51;0.6;0.55;0.73;0.57;0.6;0.6;0.65;0.56;0.64;0.52;0.57;0.7;0.67;0.51;0.63;0.19;0.63;0.64;0.61;0.62;0.65;0.62;0.62;0.98;0.98;0.55;0.74;0.53;0.58;0.71;0.87;0.67;0.77;0.68;0.67;0.61;0.58;0.56;0.62;0.58;0.6;0.58;0.6;0.57;0.55;0.79;0.58;0.64;0.98;0.59;0.58;0.93;0.65;0.59;0.51;0.72;0.68;0.84;0.57;0.53;0.99;0.73;0.65;0.69;0.67;0.59;0.6;0.64;0.5;0.77;0.59;0.56;0.64;0.95;0.62;0.51;0.6;0.57;0.6;0.58;0.57;0.66;0.69;0.58;0.66;0.59;0.61;0.58;0.57;0.56;0.6;0.7;0.56;0.6;0.71;0.62;0.6;0.62;0.67
10;155;0.71;0.07;0.68;0.05;0.67;0.72;0.67;0.7;0.67;0.78;0.67;0.65;0.69;0.7;0.66;0.69;0.71;0.73;0.9;0.67;0.68;0.69;0.67;0.68;0.7;0.67;0.9;0.67;0.67;0.73;0.67;0.69;0.68;0.7;0.69;0.85;0.67;0.66;0.69;0.66;0.69;0.68;0.66;0.68;0.71;0.68;0.69;0.68;0.68;0.67;0.84;0.7;0.67;0.67;0.75;0.74;0.98;0.75;0.67;0.71;0.74;0.67;0.78;0.66;0.71;0.69;0.73;0.74;0.69;0.66;0.66;0.66;0.65;0.99;0.78;0.86;0.74;0.66;0.77;0.67;0.67;0.62;0.67;0.71;0.68;0.68;0.73;0.81;0.68;0.75;0.78;0.68;0.7;0.68;0.72;0.66;0.68;0.73;0.68;0.67;0.66;0.69;0.67;0.72;0.67;0.68
11;155;0.90;0.06;0.90;0.08;0.87;0.95;0.79;0.77;0.89;0.82;0.9;0.99;0.75;0.92;0.98;0.86;0.92;0.93;0.89;0.88;0.99;0.95;0.93;0.94;0.99;0.92;0.89;0.81;0.95;0.87;0.84;0.87;0.95;0.91;1;0.87;0.8;0.86;0.84;0.98;0.96;0.95;0.84;0.9;0.96;0.76;0.82;0.95;0.98;0.91;0.89;0.88;0.82;0.76;0.85;0.92;0.94;0.88;0.92;0.83;0.99;0.96;0.99;0.9;0.98;0.9;0.96;0.92;0.9;0.97;0.92;0.93;0.99;0.98;0.91;1;0.9;0.94;0.99;0.93;0.95;0.98;0.87;0.87;0.89;0.93;0.82;0.9;0.88;0.77;0.86;0.89;0.88;0.92;0.84;0.86;0.94;0.9;0.9;0.93;0.87;0.95;0.79;0.75;0.92;0.99
12;155;0.69;0.09;0.68;0.09;0.63;0.72;0.68;0.7;0.91;0.76;0.8;0.7;0.68;0.74;0.63;0.69;0.64;0.77;0.6;0.63;0.65;0.6;0.67;0.59;0.64;0.71;0.7;0.63;0.7;0.7;0.64;0.73;0.77;0.64;0.63;0.73;0.8;0.57;0.71;0.76;0.8;0.6;0.65;0.66;0.58;0.59;0.68;0.61;0.62;0.67;0.76;0.61;0.65;0.71;0.69;0.66;0.58;0.7;0.61;0.68;0.62;0.6;0.68;0.68;0.81;0.78;1;0.6;0.67;0.66;0.67;0.68;0.71;0.64;0.92;0.59;0.68;0.57;0.68;0.64;0.58;0.67;0.98;0.7;0.7;0.72;0.72;0.76;0.77;0.64;0.59;0.59;0.73;0.72;0.6;0.81;0.61;0.7;0.73;0.99;0.56;0.7;0.69;0.66;0.68;0.61
13;155;0.68;0.09;0.67;0.06;0.63;0.69;0.67;0.65;0.63;0.52;0.77;0.59;0.68;0.63;0.66;0.6;0.67;0.69;0.68;0.74;0.68;0.67;0.71;0.59;0.69;0.63;0.59;0.69;1;0.66;0.76;0.67;0.86;0.67;0.7;0.58;0.99;0.68;0.68;0.65;0.63;0.62;0.74;0.65;0.57;0.68;0.58;0.99;0.78;0.63;0.6;0.64;0.67;0.81;0.76;0.68;0.68;0.66;0.65;0.63;0.74;0.71;0.65;0.67;0.59;0.73;0.67;0.87;0.58;0.68;0.69;0.57;0.74;0.66;0.7;0.65;0.96;0.73;0.66;0.59;0.66;0.58;0.51;0.66;0.59;0.7;0.68;0.77;0.66;0.67;0.67;0.59;0.59;0.65;0.59;0.64;0.68;0.67;0.59;0.68;0.75;0.68;0.68;0.62;0.86;0.57
14;155;0.60;0.09;0.61;0.05;0.58;0.63;0.56;0.63;0.67;0.6;0.6;0.54;0.36;0.59;0.6;0.47;0.57;0.63;0.61;1;0.67;0.39;0.6;0.65;0.65;0.53;0.68;0.63;0.65;0.59;0.62;0.61;0.59;0.62;0.58;0.57;0.6;0.41;0.61;0.66;0.59;0.53;0.55;0.65;0.49;0.59;0.61;0.63;0.62;0.5;0.59;0.62;0.54;0.59;0.39;0.64;0.62;0.63;0.59;0.45;0.62;0.7;0.63;0.63;0.68;0.43;0.46;0.57;0.62;0.71;0.63;0.6;0.53;0.6;0.66;0.61;0.75;0.31;0.7;0.44;0.7;0.58;0.7;0.58;0.63;0.7;0.62;0.6;0.59;0.6;0.54;0.58;0.64;0.35;0.61;0.71;0.6;0.63;0.56;0.59;0.65;0.62;0.64;0.66;0.6;0.61
